section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,conn
77,2012年9月他们的儿子李沐羿鑫出生孩子的出生给一家人带来了无尽的喜悦和欢乐一家人尽管生活清苦但其乐融融因为李世铭夫妇为生活奔波忙碌孩子一直由奶奶照看眼看着儿子一天天长大常年在侯马市打工的李世铭觉得儿子性格有些内向应该多接触外面的世界,117,10,"[7, 11, 20, 9, 5, 14, 9, 10, 22, 10]",[3],[[3]],但而而而虽但但但但更
78,当奶奶和摊主讨价还价时突然发现孙子不见了奶奶急忙在周围寻找可哪里也看不到孙子的影子她心急火燎地给儿子李世铭打电话李世铭立即放下手里的工作赶到火车站两人找遍了火车站附近的角落可是再也没有看到小鑫鑫的身影奶奶当即瘫坐在地上失声痛哭,113,10,"[11, 9, 9, 12, 15, 17, 13, 14, 9, 4]","[5, 10]","[[4], [8]]",但却但但当但但但而却但却但但但而但但而而
80,不仅如此志愿者荣荣还亲自去运城河津等县市对接当地志愿者组织动员和呼吁当地志愿者共同发起寻找小鑫鑫的行动志愿者的一言一行温暖和感动着李世铭一家丢失了孩子他们是不幸的但众多志愿者的关心和帮助他们又觉得是幸运的,102,8,"[4, 25, 22, 19, 5, 6, 12, 9]",[4],[[4]],而而总而却但虽但
81,提起志愿者小鑫鑫的奶奶激动得流着热泪表示她也要做志愿者她的儿子儿媳孙子都要做志愿者他们家世世代代都要做志愿者这个传统一定要传递下去,65,6,"[5, 15, 7, 14, 13, 11]",[2],[[1]],当而但而而但
82,2月13日一大早当项目组民警押着犯罪嫌疑人并带着解救回来的小鑫鑫凯旋归来一下高速口就受到了闻讯赶来的志愿者团队的热情欢迎和慰问上午10时李世铭一家闻讯后赶到侯马市公安局门口看到失而复得的儿子一家人禁不住泪流满面,105,8,"[8, 28, 5, 22, 5, 18, 9, 10]",[8],[[7]],但而就但当而当当
83,2月13日晚记者在李世铭家见到被拐骗45天回家的李沐羿鑫李世铭说孩子回来后不敢与陌生人说话比以前胆子小了许多他们会用全部的爱抚慰孩子幼小的心灵让孩子更健康更阳光地成长并希望通过本报向侯马市公安局向侯马志愿者团队向所有关心帮助他们全家寻找小鑫鑫的好心人表示感谢,129,8,"[6, 22, 4, 13, 9, 17, 12, 46]",[8],[[8]],但当但但但而更但
84,蜗居在山半腰的111岁和维瑞与105岁李进初两位百岁老人百年好合的爱情故事让人心生敬仰情人节和春节的临近社会爱心人士也纷纷上门探望慰问这对百岁夫妻并送上节日祝福,80,5,"[22, 15, 6, 9, 28]",[3],[[2]],而与更当而
85,志愿者送来的一支玫瑰让整日躺在躺椅上的李进初心生欢喜腼腆接过然后默默无语地送给了一旁安静坐着的妻子和维瑞艳红的玫瑰让两位百岁老人都激动起来两手枯瘦的手紧紧地握在了一起,83,7,"[10, 16, 4, 22, 5, 12, 14]","[2, 6]","[[1], [5]]",由就更但而更但由更更但而就但
87,开明的地主感动和维瑞和李进初的爱情好心做主主持了他们结为夫妻而这一艰苦环境中的爱情结合让他们相守相依到白头,53,5,"[5, 12, 13, 13, 10]",[2],[[2]],更而但因就
88,看到童童入学他很高兴平时只要路过小学他总喜欢慢慢走到教室外面透过窗户看看坐在前排的童童我还是很感慨的看到童童就会想起自己的孩子,63,7,"[6, 4, 8, 12, 13, 7, 13]",[2],[[1]],当但但但就但当
89,仁厚社区也格外照顾她2003年起她每月都能领到计生特困家庭特别扶助金但凡有扶助政策社区也首先想到她党委书记张公平说徐婆婆很要强从不给社区提要求问她身体怎么样她总说自食其力再累也开心,90,10,"[10, 6, 18, 7, 8, 14, 8, 7, 7, 5]",[10],[[9]],而由而但而总但就但但
90,76岁的英国老妇人格瑞斯·贝茨在英国广播公司BBC帮助下找到分离59年的初恋德国人赫尔曼·博世格瑞斯因曾欺骗对方一直深感愧疚死前一定要见到他,70,4,"[28, 19, 15, 8]",[3],[[3]],而因但但
91,不久格瑞斯发现自己怀孕赫尔曼发现隐情后伤心欲绝地离开前往美国后再无音信赫尔曼离开后格瑞斯产下一名女婴不久遭到未婚夫抛弃,59,8,"[2, 9, 8, 7, 9, 6, 9, 9]",[4],[[3]],但当当当但当当但
92,今年格瑞斯找到了BBC希望能通过媒体找到赫尔曼格瑞斯说过去这么多年我因曾经欺骗他而一直深感愧疚死前一定要见到他没想到格瑞斯真的如愿以偿两人在伦敦相聚赫尔曼到了美国后也结了婚婚姻很幸福但妻子已经于2013年去世,104,12,"[2, 9, 12, 10, 14, 8, 3, 9, 7, 12, 5, 13]",[5],[[5]],而但但但但但但但当而但但
93,离婚后儿子跟随邓某生活彭某仍尽父亲的义务经常探望并带儿子外出游玩此期间彭某经常听到同事朋友议论说孩子不像自己他怀疑之余便带儿子到南宁市做亲子鉴定果然儿子并非亲生彭某悲愤之余认为前妻当年欺骗了自己便于2014年8月将邓某诉至法院请求法院判令邓某给付亲子鉴定费医疗费怀孕期间的产检生育等孩子出生后至离婚前的抚养费离异后孩子的生活教育费以及精神损失费等共12万余元,179,14,"[3, 8, 9, 12, 3, 19, 5, 13, 2, 6, 6, 11, 16, 66]",[11],[[10]],但与但但与但但便但但而却故因
94,庭上面对两次鉴定结果邓某再没提出异议但是彭某想到自己白白疼爱了别人的孩子几年情绪异常激动不停细数这几年自己的伤痕法官耐心释法析理做双方的思想工作,72,8,"[2, 8, 8, 20, 6, 12, 8, 8]",[5],[[4]],当当但但而却当但
95,这位总监在接受记者采访时说当时在公司尾牙宴上听到这一决定他和女朋友都非常吃惊两人去年8月份确立恋爱关系因为怕公司知道平时两人都是偷偷摸摸的在公司大多通过QQ交流避免在同事面前说比较亲密的话对于恋情不敢太公开,103,9,"[13, 15, 10, 13, 7, 11, 11, 14, 9]",[3],[[2]],但但而而就但但但但
96,得到公司的鼓励后两人在同事面前可以大大方方牵手了不仅如此还会得到同事的祝福他们觉得很开心,44,5,"[8, 16, 4, 9, 7]",[5],"[[2, 4]]",但而但但而
97,今年元旦期间远在广东的谭某发现覃某的手机时常关机又从覃某同事口中听说了一些不好的传言他开始怀疑妻子和别的男人有染,56,4,"[6, 18, 18, 14]",[4],"[[2, 3]]",而而但当
98,14日下午谭某赶到他和覃某在南宁的租房发现房间里有其他男人的衣物和用品这让谭某更加愤恨,43,4,"[5, 14, 16, 8]",[4],[[3]],而当却而
99,19岁的盛某老家在江西南昌农村父母体弱多病从小被姐姐带大去年姐姐盛女士来到合肥打工让盛某高兴的是姐姐告诉他自己已经担任了一家公司的人事部经理,70,7,"[15, 6, 7, 2, 11, 7, 22]",[6],[[7]],而因但而与更而
100,经审理查明徐国华认为被害人徐大畅一直欺负自己并怀疑被害人吴照华与他妻子邹某某有不正当男女关系败坏他以及家人的名誉心生怨恨,60,5,"[5, 17, 24, 10, 4]",[5],"[[2, 3]]",但但但而故
101,真的不想治了我的家庭承受不起一直都没有能力让父母过上好日子现在还要让他们为我操心很惭愧我知道即使手术后风险还是很大所以就不想治了,64,7,"[6, 8, 15, 11, 3, 14, 7]",[5],"[[3, 4]]",但但但但但但但
102,妻子在家照顾瘫痪的爷爷和两个小孩父亲这么大年纪还在工地打工挣钱很想念他们也很愧疚说到这里闫超望着天花板不再说话,55,7,"[16, 15, 5, 4, 4, 7, 4]",[4],"[[1, 2]]",但而但但就但就
103,男子不远千里会网友发现女子长相与照片判若两人体形也相差甚远女子辩称自己就是照片中的人不过是化了妆用了美图工具大失所望之余男子认为受到欺骗怒火之下大打出手最终经永嘉桥头派出所调解双方达成和解男子当天乘飞机回家,103,13,"[9, 20, 4, 9, 6, 6, 6, 8, 8, 2, 10, 6, 9]",[7],[[2]],与却但而但更但但而但但但因
104,龙保小学位于新村和龙保两村之间常常会有社会无关人员抄近路从学校走过而刘运荣担心影响到孩子们学习不上课时他就会在学校的铁门处站岗,63,5,"[15, 18, 14, 4, 12]",[3],[[2]],而但因或而
105,回忆起这段日子刘运荣的妻子容阿郎泣不成声在病痛的折磨下他终于在12月底同意去医院做检查还特意等到周五上完课后周六休息时再去,61,5,"[7, 13, 7, 16, 18]",[2],[[1]],当而但但但
106,对这位拖着残腿在讲台苦撑了34年病危关头念叨的还是学生的校长村民们用最淳朴的方式来表达他们最崇高的敬意,51,3,"[16, 14, 21]",[3],"[[1, 2]]",而而而
107,吸毒后不仅对妻子拳打脚踢甚至持刀闯入娘家威胁丈母娘妻子忍无可忍愤而报警,35,3,"[25, 6, 4]",[3],[[1]],但但因
108,据全国广播公司NBC报道格兰特的一个邻居对他被指控性侵非常吃惊在他被捕后都很难入睡,41,3,"[12, 19, 10]",[2],[[2]],而而但
109,现在村里街坊凑得钱已经花完用的是捐款好心人捐的每一笔钱的去处都有记录像国云这样的大面积烧伤仅是第一期治疗就要20多万元现在比较头疼就是钱的问题,71,6,"[13, 5, 16, 11, 14, 12]",[6],[[6]],而而由而而但
110,突然听见其他人喊谁家的小孩着火了就看见她在屋外跑一身火苏三喜说可能是灶里没燃尽的柴火掉出来让女儿抓到了火苗引燃灶外面木柴又沾到衣服起的火女儿受了惊吓就朝外面跑,79,9,"[16, 8, 3, 4, 14, 6, 17, 6, 5]",[8],[[7]],但但因但但却因当但
111,盂县路家村镇张家垴村的李双娣33年如一日照料瘫痪的丈夫省吃俭用将两个女儿抚育成人感动了身边许多人,48,3,"[14, 26, 8]",[3],[[2]],如但更
112,那段时间明明睁着眼眼前却常常是漆黑一片耳朵里经常有石头从山上滚落的声音回想起当时的情况李双娣的心情依然沉重公婆常以泪洗面我强打精神告诉自己不能垮了,73,9,"[4, 5, 10, 16, 8, 10, 7, 5, 8]",[6],[[5]],而但但但但而与但却
113,经过一番认真思考李双娣怎么想也觉得不能这样做不能说丈夫能动的时候就是夫妻人家受伤了就不和人家过了说起来容易做起来难很快李双娣就尝到了生活的艰辛在病痛和经济的双重压力下张庙双的心情一度非常压抑,95,10,"[8, 14, 14, 5, 7, 9, 2, 12, 12, 12]",[10],[[9]],但但但但但但但而但而
114,33年付出诠释和谐幸福对于妻子这些年的付出张庙双看在眼里疼在心上出事的时候我32岁她26岁从那之后的33年里我没有一天能离得开她我这辈子最幸运的就是找了个好老婆,80,6,"[21, 20, 4, 9, 10, 16]",[6],[[6]],但当当而但而
115,报道台湾一名初三女生在脸书传了一张自拍照被学姐笑丑少女不爽反呛两人起了口角后更当面打起群架少女的男友被砍伤伤口深可见骨警方目前正深入追查,68,9,"[2, 18, 5, 6, 6, 8, 8, 6, 9]",[4],[[3]],就而却当但而当因而
116,但黄姓少女认为没必要赴约跟陈姓男友及另一名友人到台北市忠孝东路麦当劳聚餐没想到学姐被放鸽子后更加气愤撂了十多人直奔现场砍人黄姓少女的男友及友人遭砍伤其中一人双手被砍另一人刀伤可见骨民众惊见连忙报案双方人马才四散逃逸所幸两人送医后均无生命危险,120,10,"[12, 24, 14, 11, 13, 8, 8, 8, 9, 13]",[3],[[3]],但就但就而而但但而但
117,那我该怎么办这母亲明明健在还无法证明了严涛很是郁闷对此民警表示警方确实无法出具居民健在证明即使出具了也是不合法的无效的,59,8,"[6, 13, 6, 2, 4, 14, 5, 9]",[3],[[2]],但但而但但但但但
118,见面后胡先生对染着黄头发打扮入时的杨女士比较满意俩人就这样交往了起来交往后没多久杨女士就告诉他自己决定要嫁给他胡先生很高兴,61,6,"[3, 21, 10, 6, 15, 6]",[6],[[5]],但但但但而但
119,胡先生原以为自己慷慨地为杨女士花钱俩人的感情能更稳固不料在这之后杨女士的手机就打不通了胡先生心生疑惑把此事告诉了婚介中心的叶老板,64,6,"[17, 9, 2, 15, 7, 14]",[5],[[4]],而但但而而便
120,2010年阿莹与相识8年的丈夫黄某结婚她还特意将登记的日子选择在520但最终没有等来丈夫的爱去年4月阿莹发现了丈夫有外遇她对这场婚姻彻底绝望将黄某告上了法庭要求和黄某离婚案件昨日上午在禅城区法院张槎法庭开庭审理,105,10,"[5, 14, 16, 11, 4, 10, 10, 8, 7, 20]",[7],[[6]],但但而但但但但便因而
121,案发当天秦某参加宴席喝了半斤酒结束后又找不到妻子心中起疑就来到赵某公司附近碰到赵某以及妻子杜某随后便发生了振中街杀人案行凶期间其妻杜某虽多次对秦某进行劝阻但均未成功后来经法医查明被害人赵某全身被刺60余刀,102,13,"[4, 11, 9, 4, 9, 10, 2, 10, 4, 14, 5, 7, 13]",[4],[[3]],而因但或但就但就因但但但而
122,2014年4月两人在彼此的慰藉中相爱了然而命运并没有给他们一条平坦的道路几个月后赖敏病情加重走路困难只能生活在轮椅之上曾经当过导游的她一直有个环游中国的梦想在疾病加重之时这种愿望更加强烈丁一舟说赖敏的病情发展起来迅猛凶险就算医治也无法增加生命的质量与长度与其在医院闷闷不乐度过余生不如大胆潇洒走一回,149,16,"[7, 12, 2, 15, 4, 6, 4, 9, 19, 7, 8, 4, 13, 17, 13, 9]",[15],[[14]],但但虽但但因因而而但但但但但但总
123,此时国道上来来往往的车辆带起阵阵冷风刺耳的轰鸣声不绝于耳但丁一舟和赖敏倒也自得其乐走得不慌不忙爱犬阿宝欢快卖力地在右侧拉着轮椅前行遇到平路或者下坡丁一舟就骑行遇到上坡路段他就下来慢慢拉着轮椅向前走累了倦了就停下来坐在路边休息吃块面包看看风景看着丁一舟逗弄阿宝轮椅上的赖敏笑得合不拢嘴对于媒体的追访他们虽有不适但并未反感唯有不断表示感谢,167,19,"[2, 16, 10, 13, 6, 18, 8, 6, 6, 13, 4, 10, 4, 4, 9, 12, 7, 11, 8]",[16],[[15]],而而而而却而若但当而但但就但就而而但但
124,2012年春节廖林和村里的孤寡老人聊天知道他们想去北京一趟当时他没有多说却悄悄准备起来2012年4月旅行团26人出发其中年龄最大的92岁4天的行程老人们游天安门逛故宫登长城得知廖林到来他北京的好友路训尽地主之谊宴请老人们饭桌上路训被廖林的孝行感动了第二天就给廖林打了10万元说是捐给公义村的老人们,148,16,"[7, 12, 10, 7, 7, 7, 8, 10, 5, 13, 6, 18, 3, 11, 13, 11]",[14],[[14]],而当就但但但由而就与当与但而但虽
125,1974年安继荣在蒲城县三合公社今属桥陵镇任武装干事长他16岁的郭天禄时任公社党委书记是出了名的热心肠谁家娃病了两口子闹矛盾了都找他帮忙那时候粮票都紧张安继荣回忆说共事的三年中郭天禄常常资助他每次一到饭点郭天禄总是主动掏两个人的粮票冬天没有取暖设施两个人常挤在一张床上睡这让他十分感动我只是个基层的小干部他把我当兄弟看,159,16,"[5, 21, 17, 8, 12, 5, 8, 6, 6, 8, 6, 14, 19, 7, 10, 7]",[14],[[13]],由与而就但但但但与但但而因而但但
126,1997年退休的郭天禄丧偶再婚后一直随女方居住在渭南市临渭区2012年2月份安继荣去探望郭天禄发现因年久失修老领导居住的平房成了危房只能暂时借住在村中小学里见已身患老年痴呆的老领导和老伴儿寄居在废弃的教室里安继荣很是心酸,110,10,"[5, 11, 14, 8, 9, 7, 12, 12, 25, 7]",[10],[[9]],由与但由当但而但却而
127,父亲都记不得他资助了多少我都不知道安叔图我爸啥提起这些年来安继荣对父亲的资助1月3日中午郭天禄的二女儿50岁的郭春英便眼眶泛红郭春英说上世纪80年代父亲从蒲城县工商局退休后没留下多少积蓄以后每月仅靠几百元的退休工资生活这么多年来安叔常送米送油并不要欠条送上几千元钱父亲都记不得他资助了多少连我妈的丧事都是安叔帮着操办的,159,14,"[23, 15, 6, 19, 4, 7, 12, 7, 16, 5, 7, 11, 12, 15]",[4],[[2]],当当但而但由当但但但当但但就
128,2014年12月18日延吉市公安局建工派出所民警在走访时崔某把自己心中的疑惑和民警说了民警分析崔某一定是被骗了我们觉得给崔某介绍对象的李某很可疑因为崔某每次掏钱都是经李某的手来转交警方将李某传唤到派出所接受调查起初他还不承认后来终于承认了,119,10,"[11, 17, 15, 4, 8, 17, 18, 15, 7, 7]",[6],[[7]],但而但但而但而但但但
129,记者与璐璐的姥爷取得了联系电话里这位远在承德的八旬老人听到记者探问此事非常高兴他说璐璐从小由姥姥带大上初中时仍由二老接送并在老人家里吃住所以说感情非常深,76,10,"[13, 3, 19, 4, 2, 9, 10, 8, 3, 5]",[4],[[3]],当而当但但由但但如但
130,一位朋友圈中点赞的王女士说自己出生于农村如今已在城市生活多年但母亲还住在农村老家因为父亲早年去世兄弟姐妹纷纷进城打工平时守着老家宅院的就只剩母亲一人在农村白天还好有乡邻之间相互走动再打理一下田间庄稼和花草鸡鸭还算热闹些但到了晚上空荡荡的大院子里就一个人真是空旷寂寞,132,16,"[13, 7, 10, 10, 8, 10, 2, 14, 3, 4, 9, 14, 5, 5, 12, 6]",[16],[[15]],但而但但因但如而但但唯就但但而但
131,燕赵都市报曾经报道过威县孙家寨的老人免费午餐该村在本村青年付宏伟的带领下每月召集村中60岁以上的老人围坐包饺子吃在现场老人们感慨地说吃顿饺子谁也吃得起关键是喜欢这种团聚的热闹气氛现在年轻人外出打工家家都只剩些空巢老人如果晚辈们能体味到老人内心的孤独能常常回来陪陪他们就好了吃什么倒在其次主要是情感落寞,150,13,"[22, 14, 20, 3, 7, 9, 14, 9, 10, 16, 12, 7, 7]",[7],[[7]],而而如但而但但而但但若但但
132,法官表示同事或朋友间好意搭载无可厚非发生交通意外造成两家人甚至更多人的伤痛是大家都不愿意看到的结果发生侵权损害后的索赔于法有据合情合理我们不能因为惧怕存在这样的侵权风险便放弃人与人之间友好互助的美好品格因噎废食遵守交通规则小心安全驾驶才能为我们的幸福安稳生活保驾护航,133,9,"[4, 14, 31, 14, 4, 34, 4, 6, 22]",[6],[[6]],但但而但但但因当更
133,古镇海州一灯饰厂18岁女孩留下绝笔信至今未归亲人心急如焚连日来有网友在中山本地论坛和微信朋友圈发布帖子称18岁贵州女孩丁双琴本月21日给母亲留下遗书后失联事件很快引起广泛关注,87,6,"[22, 6, 3, 21, 25, 10]",[2],[[1]],因当但更而但
134,据丁双琴的婶婶介绍12月20日星期六丁双琴吃了中饭到古镇一家银行给同学汇款因不知道怎么转账就回来了回来时情绪低落无论自己怎么询问丁双琴都说没事21日上午丁双琴照常上班但情绪仍然很低落中午在工厂食堂草草吃了几口饭后便走出厂外然而当天下午上班时她却没有看到丁双琴的身影于是马上给丁双琴母亲打电话当时由于工厂内声音嘈杂丁双琴的母亲并未能接到电话下午6点丁双琴的妈妈看到有未接来电便打回给我直到这时我们开始害怕了丁双琴不见了,208,22,"[9, 9, 19, 12, 7, 8, 7, 5, 7, 8, 20, 2, 7, 12, 13, 11, 13, 4, 18, 4, 7, 6]",[21],[[22]],但如与但但但但而但但但当但但但但但但当但当但
135,阿敏说丁双琴性格并不内向爱美也爱玩自拍跟同事相处也和谐可能是家境不太好即便是双休日也会主动申请加班多赚点钱因为原本工资就不高这次出走应该跟钱被诈骗走有关丁双琴的遗书是12月22日被室友发现的丁双琴在遗书中称自己遇到两位大叔为了帮助他们把银行卡和手机都给他们后还在原地等他们回来发现被骗后心里好难过害怕直至真的要走了,157,16,"[3, 9, 7, 8, 8, 6, 8, 4, 9, 14, 19, 16, 18, 9, 12, 7]",[15],[[15]],但但但但但当但就但但而但但但但但
136,当看到遗书的内容后我们的心理防线彻底崩溃了作为一个贫困家庭失去一个孩子心情是何等痛苦丁双琴的叔叔丁强说随后他们到银行查询丁双琴的银行卡信息结果发现银行卡内的8100元钱已经被分两次提走,92,8,"[9, 12, 21, 9, 2, 16, 4, 19]",[3],[[3]],但当但但但当但而
137,25年前37岁的母亲走失3年后父亲以同样的方式离家出走没有留下任何线索为了寻找父母丹凤县土门镇土门村村民刘安良一边打工一边寻找母亲足迹遍布河南四川天津等省市今年4月他意外从工友处得知信息终于在河南省新郑市找回了母亲高兴之余却又为母亲的户口难以落户而发愁,126,13,"[4, 8, 15, 8, 6, 14, 10, 13, 4, 11, 14, 4, 15]","[12, 13]","[[11], [13]]",或而但但但而就而如但但更但而当而但却而便而如而但但但
139,从母亲口中得知当年由于家境贫困父亲又经常不在家生活压力大精神恍惚的母亲就选择了离家出走幸好被孟庄镇碾卢村一好心人收留一直在河南生活了25年63岁的李桂英头发已经花白说起话来已有些河南口音她说当年离家时不到40岁这么多年一直很想念儿子和家里想寻找但出门就找不到东西南北自己又不识字现在终于回家了非常高兴,150,18,"[7, 8, 8, 5, 15, 15, 11, 13, 11, 2, 10, 4, 10, 3, 11, 6, 7, 4]",[18],[[17]],但因而因而但但但但但但就但就但但但但
140,昨日记者联系上了刘安良在韩城一煤矿打工时的工友徐某他说当时得知刘安良寻母的事情被他的执着所感动平时与河南老家联系时也托熟人帮忙打听刘安良母亲的下落,73,6,"[2, 23, 14, 8, 10, 16]",[4],[[4]],如但但更但但
141,庞先生说母亲和妻子以前就对脾气两人都是过日子的人以前有时候母亲会说妻子但她都是一笑而过两人基本没吵过嘴所以母亲也特别喜欢这个儿媳妇现在妻子照顾母亲也是无微不至虽然母亲已经没有意识但还是只认她,95,10,"[4, 11, 9, 11, 8, 8, 14, 14, 10, 6]",[7],[[6]],但而但但但但而而但但
142,意外在上午10点发生高空坠下的钢筋从周兴贵身边滑落将他从3楼拽下直接摔到了地面重伤昏迷的周兴贵被送往南京军区福州总医院入院时右手上臂骨折一处肋骨骨折肺部受创导致血气胸医院紧急为其做了肺部引流手术导出血水入院第4天时周兴贵支付的1万多元费用花光并欠下心胸外科4000多元治疗费若要接受右上臂骨折治疗手术手术费预计还需7万元当家人再度联系房主和包工头时两人电话均已关机处于失联状态即将面临停药的周兴贵情绪暴躁激动,204,21,"[10, 15, 7, 7, 20, 3, 6, 6, 9, 14, 4, 6, 14, 16, 13, 10, 14, 8, 6, 10, 6]",[21],[[20]],而由就就因但因因因但而当由因如但但但但而而
143,出事后周兴贵34岁的妻子倪琼带着3个女儿每天守在病房丈夫面临的困境一度令她绝望14日上午看着痛得几乎昏迷的丈夫倪琼做出了令她至今愧疚不已的事她背着不满周岁的女儿去了医院附近的打印店随后跑向闹市区在福州总院公交站旁一连跪了4个小时她手上的几张彩印传单很快引起了人们的关注红字标题醒目地写着求买孩子因工伤老板逃跑无钱医治愿将孩子卖了救救爸爸,168,15,"[3, 23, 13, 5, 11, 25, 10, 7, 17, 20, 13, 7, 4, 6, 4]","[6, 3]","[[14], [3]]",但而而而当而就但就而而因因如就但而而而但但就但就但而因因如就
145,就在周兴贵一家以为事情就此为止时接下来发生的事令其意外并满怀感激但也有些不知所措5天收到捐款120多万从15日开始周兴贵的手机短信提示声不停响起一笔笔爱心善款从全国各地涌来15日周兴贵就收到爱心捐款10万元接下来两天都有约50万元善款汇入捐款者多达3000余人捐款最多的一笔是10万元这位广东男子并未留下姓名无论周家人如何询问感激他都没透露自己的任何信息,177,16,"[16, 7, 9, 8, 17, 15, 14, 3, 14, 5, 11, 11, 12, 12, 11, 12]",[3],[[2]],但而更但但而当与而而但总而但但但
146,拥有名牌大学硕士学历和万元月薪的银行工作岗位的智某因为被前女友骗走存款而怨恨单身年轻女性以假恋爱的方式连续诈骗多名事主百余万元记者21日从北京警方了解到智某因涉嫌诈骗已被警方刑事拘留,91,5,"[25, 19, 19, 13, 15]",[2],[[2]],而因因但因
147,今年12月11日北京市公安局东城分局北京站派出所接到报警一女子称10日晚在附近一酒店内被自己的男朋友以帮助办理北京户口为由骗走5万元民警赶到案发酒店将尚未办理退房手续的嫌疑人智某抓获智某今年31岁某名牌大学硕士研究生毕业后在一家银行工作智某交代5年前他被当时的女友骗走了30万元的存款后产生怨恨之心在多家交友网站论坛上虚构官二代富二代等身份公开征友先后获取5名事主的信任随后智某先后以公司财务困难帮助办理户口父母治病等不同理由从5名事主手中骗取100余万元,228,18,"[8, 20, 15, 23, 8, 17, 7, 13, 7, 4, 3, 24, 10, 15, 11, 2, 26, 15]",[12],[[12]],但而但却当便而由但但而当但因因但而更
148,昨天下午郑州大学一附院急救中心12号楼5楼小儿内屋血液科22床陈水莲静静地坐在病床旁她9岁的儿子袁海池发着烧昏睡在一旁从确诊为骨髓异常增生综合征以来小海池已经煎熬了17个月5天前小海池病情加重被确诊为急性骨髓系白血病,108,10,"[4, 27, 11, 12, 5, 15, 12, 3, 7, 12]",[7],[[6]],但故而而就但而由因因
