section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,correctness
151,5,8,心里难受得无法形容,31岁的制片人李海龙眼圈红红的,false
151,5,9,心里难受得无法形容,2010年7月,false
151,5,10,心里难受得无法形容,郑州电视台面向全国进行了一场主持人公开招聘选拔大赛,false
151,5,11,心里难受得无法形容,身材高挑浓眉大眼口齿伶俐温婉可人的邱园园进入评委们的视野,false
151,5,12,心里难受得无法形容,这个来自山东临沂的漂亮女孩,false
151,5,13,心里难受得无法形容,出生于1988年9月,false
151,5,14,心里难受得无法形容,刚刚从中国传媒大学南广学院科班毕业,false
151,5,15,心里难受得无法形容,在上千名选手中脱颖而出,false
151,5,16,心里难受得无法形容,其实,false
151,5,17,心里难受得无法形容,她之加盟郑州电视台,false
151,5,18,心里难受得无法形容,缘于一场刻骨铭心的校园爱情,false
152,3,1,俩人及其亲朋好友都沉浸在兴奋和快乐中,3月份前后,false
152,3,2,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园怀孕了,true
152,3,3,俩人及其亲朋好友都沉浸在兴奋和快乐中,俩人及其亲朋好友都沉浸在兴奋和快乐中,false
152,3,4,俩人及其亲朋好友都沉浸在兴奋和快乐中,谁也没想到,false
152,3,5,俩人及其亲朋好友都沉浸在兴奋和快乐中,一场突如其来的噩耗竟然残忍地结束了这一切,false
152,3,6,俩人及其亲朋好友都沉浸在兴奋和快乐中,在一次初期孕检中,false
152,3,7,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园被意外查出患上了恶性肿瘤,false
152,3,8,俩人及其亲朋好友都沉浸在兴奋和快乐中,而且是中晚期,false
152,3,9,俩人及其亲朋好友都沉浸在兴奋和快乐中,结婚之后,false
152,3,10,俩人及其亲朋好友都沉浸在兴奋和快乐中,当妈妈是她最大的心愿,false
152,3,11,俩人及其亲朋好友都沉浸在兴奋和快乐中,昨日下午,false
152,3,12,俩人及其亲朋好友都沉浸在兴奋和快乐中,园园的丈夫张祺宣说,false
152,3,13,俩人及其亲朋好友都沉浸在兴奋和快乐中,初为父母的满腔喜悦被妻子的病情给打击得不知所措,false
152,3,14,俩人及其亲朋好友都沉浸在兴奋和快乐中,漫漫长夜里,false
152,3,15,俩人及其亲朋好友都沉浸在兴奋和快乐中,两人相互拥抱,false
152,3,16,俩人及其亲朋好友都沉浸在兴奋和快乐中,泪流满面,false
152,13,1,初为父母的满腔喜悦被妻子的病情给打击得不知所措,3月份前后,false
152,13,2,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园怀孕了,false
152,13,3,初为父母的满腔喜悦被妻子的病情给打击得不知所措,俩人及其亲朋好友都沉浸在兴奋和快乐中,false
152,13,4,初为父母的满腔喜悦被妻子的病情给打击得不知所措,谁也没想到,false
152,13,5,初为父母的满腔喜悦被妻子的病情给打击得不知所措,一场突如其来的噩耗竟然残忍地结束了这一切,false
152,13,6,初为父母的满腔喜悦被妻子的病情给打击得不知所措,在一次初期孕检中,false
152,13,7,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园被意外查出患上了恶性肿瘤,false
152,13,8,初为父母的满腔喜悦被妻子的病情给打击得不知所措,而且是中晚期,false
152,13,9,初为父母的满腔喜悦被妻子的病情给打击得不知所措,结婚之后,false
152,13,10,初为父母的满腔喜悦被妻子的病情给打击得不知所措,当妈妈是她最大的心愿,false
152,13,11,初为父母的满腔喜悦被妻子的病情给打击得不知所措,昨日下午,false
152,13,12,初为父母的满腔喜悦被妻子的病情给打击得不知所措,园园的丈夫张祺宣说,false
152,13,13,初为父母的满腔喜悦被妻子的病情给打击得不知所措,初为父母的满腔喜悦被妻子的病情给打击得不知所措,true
152,13,14,初为父母的满腔喜悦被妻子的病情给打击得不知所措,漫漫长夜里,false
152,13,15,初为父母的满腔喜悦被妻子的病情给打击得不知所措,两人相互拥抱,false
152,13,16,初为父母的满腔喜悦被妻子的病情给打击得不知所措,泪流满面,false
154,8,1,她现在最发愁的,母亲张自慧说,false
154,8,2,她现在最发愁的,女儿得病很不幸,false
154,8,3,她现在最发愁的,但他们一家人又幸运地遇到很多好人,false
154,8,4,她现在最发愁的,她现在在医院当保洁员,false
154,8,5,她现在最发愁的,是医院医护人员看她可怜,false
154,8,6,她现在最发愁的,帮她找的工作,false
154,8,7,她现在最发愁的,张自慧说,false
154,8,8,她现在最发愁的,她现在最发愁的,false
154,8,9,她现在最发愁的,就是女儿后续治疗费用,true
154,8,10,她现在最发愁的,如果要根治这个病,false
154,8,11,她现在最发愁的,就得进行肾脏移植手术,false
154,8,12,她现在最发愁的,要30万元,false
154,8,13,她现在最发愁的,我们实在拿不出来,false
155,7,1,家人的不离不弃更让人感动,还有好心人说,false
155,7,2,家人的不离不弃更让人感动,如果武小莉能找到合适的肾源,false
155,7,3,家人的不离不弃更让人感动,愿意为她筹集手术费用,false
155,7,4,家人的不离不弃更让人感动,已收到4000元爱心捐款了,false
155,7,5,家人的不离不弃更让人感动,邱华说,false
155,7,6,家人的不离不弃更让人感动,这个孩子求生的愿望让人震撼,false
155,7,7,家人的不离不弃更让人感动,家人的不离不弃更让人感动,true
155,7,8,家人的不离不弃更让人感动,希望社会上的爱心人士伸出援手,false
155,7,9,家人的不离不弃更让人感动,帮帮这个困难的家庭,false
156,5,1,老人一怒之下,家住烟台市区生养了7个子女四男三女的九旬老人王瑜娥怎么也想不到,false
156,5,2,老人一怒之下,含辛茹苦地将孩子们拉扯成人,false
156,5,3,老人一怒之下,在她生活不能自理的时候,false
156,5,4,老人一怒之下,四个儿子不仅不伺候照顾小儿子还将她的胳膊打断,true
156,5,5,老人一怒之下,老人一怒之下,false
156,5,6,老人一怒之下,将四个儿子告上法庭,false
156,5,7,老人一怒之下,申请增加赡养费,false
156,5,8,老人一怒之下,并要求支付护理费,false
157,15,1,心灰意冷,2009年底,false
157,15,2,心灰意冷,陪刘某回邵东老家见父母后,false
157,15,3,心灰意冷,刘伟人间蒸发,false
157,15,4,心灰意冷,在刘某的再三追问下,false
157,15,5,心灰意冷,刘伟道出实情盗窃被抓,false
157,15,6,心灰意冷,关在衡阳监狱,false
157,15,7,心灰意冷,2010年至2014年,false
157,15,8,心灰意冷,刘伟以身体不好需要治疗每月需要生活费为,false
157,15,9,心灰意冷,让刘某每月向刘伟提供的银行账号汇款,false
157,15,10,心灰意冷,经过近5年的汇款,false
157,15,11,心灰意冷,刘某不但花光了所有的积蓄,false
157,15,12,心灰意冷,转让了理发店,false
157,15,13,心灰意冷,而且借了不少债务,false
157,15,14,心灰意冷,遥遥无期的等待中刘某感到刘伟释放无望,true
157,15,15,心灰意冷,心灰意冷,false
158,16,1,很多教职员工感到吃惊,举报事件发生之后,false
158,16,2,很多教职员工感到吃惊,学院领导和段雄春作了谈话,false
158,16,3,很多教职员工感到吃惊,段雄春承认感情出轨,false
158,16,4,很多教职员工感到吃惊,称对方是一名经济宽裕的离异中年妇女,false
158,16,5,很多教职员工感到吃惊,50岁左右,false
158,16,6,很多教职员工感到吃惊,户籍和工作关系均不在东莞,false
158,16,7,很多教职员工感到吃惊,该工作人员称,false
158,16,8,很多教职员工感到吃惊,其与段雄春夫妇都很熟,false
158,16,9,很多教职员工感到吃惊,段雄春的妻子也是学院教职员工,false
158,16,10,很多教职员工感到吃惊,段雄春曾经请求学院处理此事的工作人员,false
158,16,11,很多教职员工感到吃惊,帮忙抚慰其妻子的情绪,false
158,16,12,很多教职员工感到吃惊,27日下午5点来钟,false
158,16,13,很多教职员工感到吃惊,记者接东莞理工学院一教授电话,false
158,16,14,很多教职员工感到吃惊,称当天下午的教职工会上,false
158,16,15,很多教职员工感到吃惊,学院纪委书记谈到段雄春涉婚外情遭举报的事情,true
158,16,16,很多教职员工感到吃惊,很多教职员工感到吃惊,false
159,17,1,他非常欣慰,今年年初,false
159,17,2,他非常欣慰,海曙月湖街道办事处副主任陈永照获知了黄老的微心愿后,false
159,17,3,他非常欣慰,下决心要传承老人的爱心,false
159,17,4,他非常欣慰,帮他圆梦资助500个贫困孩子上学,false
159,17,5,他非常欣慰,说做就做,false
159,17,6,他非常欣慰,今年1月份,false
159,17,7,他非常欣慰,黄爷爷爱心助学基金在月湖街道成立了,false
159,17,8,他非常欣慰,通过企业捐资党员青年志愿者们爱心义卖热心市民捐款等,false
159,17,9,他非常欣慰,到目前为止,false
159,17,10,他非常欣慰,这个基金已经募集了爱心款15.5万元,false
159,17,11,他非常欣慰,昨天,false
159,17,12,他非常欣慰,是黄爷爷爱心助学基金正式运行的日子基金通过海曙团区委的牵线搭桥,false
159,17,13,他非常欣慰,决定为青海天峻县的58位品学兼优的贫困孩子捐资一年爱心午餐,false
159,17,14,他非常欣慰,每个孩子每年600元,false
159,17,15,他非常欣慰,共计3.48万元,false
159,17,16,他非常欣慰,当大家把这个好消息告诉黄老时,true
159,17,17,他非常欣慰,他非常欣慰,false
160,7,1,后悔不已的老吴不停地自责,最初的那几天,false
160,7,2,后悔不已的老吴不停地自责,老吴几乎每晚都无法入睡,false
160,7,3,后悔不已的老吴不停地自责,心情糟糕到了极点,false
160,7,4,后悔不已的老吴不停地自责,那时我连甩了自己几个耳光,false
160,7,5,后悔不已的老吴不停地自责,如果没有这些荒唐的行为,true
160,7,6,后悔不已的老吴不停地自责,怎么可能这样,false
160,7,7,后悔不已的老吴不停地自责,后悔不已的老吴不停地自责,false
160,7,8,后悔不已的老吴不停地自责,明白幸福真谛想到父母和女儿,false
160,7,9,后悔不已的老吴不停地自责,老吴明白自己不能垮,false
160,7,10,后悔不已的老吴不停地自责,慢慢拾起了对生活的信心,false
161,17,1,自己也害怕了,扬子晚报记者从秦淮公安分局光华路派出所了解到,false
161,17,2,自己也害怕了,着火的房间位于一幢11层高的居民楼的顶层,false
161,17,3,自己也害怕了,远远地就能见到火光冲天,false
161,17,4,自己也害怕了,浓烟滚滚,false
161,17,5,自己也害怕了,失火的居民家中有煤气管道及大量的易燃物品,false
161,17,6,自己也害怕了,大火扑灭后,false
161,17,7,自己也害怕了,经过警方现场的调查,false
161,17,8,自己也害怕了,租住在失火房间内的女子陈某有纵火的嫌疑,false
161,17,9,自己也害怕了,民警在火灾现场找到了陈某,false
161,17,10,自己也害怕了,陈某也承认了自己放火的事实,false
161,17,11,自己也害怕了,陈某称,false
161,17,12,自己也害怕了,自己和男朋友感情非常好,false
161,17,13,自己也害怕了,可是前段时间男朋友向她提出了分手,false
161,17,14,自己也害怕了,她接受不了,false
161,17,15,自己也害怕了,这才在租住的房屋内点燃了被子,false
161,17,16,自己也害怕了,没想到火势越来越大,true
161,17,17,自己也害怕了,自己也害怕了,false
161,17,18,自己也害怕了,控制不住火势就将大门一关,false
161,17,19,自己也害怕了,跑下了楼,false
162,5,1,当民警赶到时看到了让人震惊的一幕,2014年11月10日上午11时52分,false
162,5,2,当民警赶到时看到了让人震惊的一幕,沙湾县公安局四道河子派出所接到辖区外来务工人员许某电话报警称自己快要被妻子打死了,false
162,5,3,当民警赶到时看到了让人震惊的一幕,请求派出所民警救救他,false
162,5,4,当民警赶到时看到了让人震惊的一幕,值班民警迅速赶许某所述地点,false
162,5,5,当民警赶到时看到了让人震惊的一幕,当民警赶到时看到了让人震惊的一幕,false
162,5,6,当民警赶到时看到了让人震惊的一幕,一名30多岁的男子蜷缩在角落上身赤裸并伴随着全身青紫的伤痕,true
162,5,7,当民警赶到时看到了让人震惊的一幕,眼神透露着绝望的表情,false
162,5,8,当民警赶到时看到了让人震惊的一幕,看到此景,false
162,5,9,当民警赶到时看到了让人震惊的一幕,民警立即将该男子送往镇卫生院救治,false
163,8,1,眼神透露着绝望的表情,2014年11月10日上午11时52分,false
163,8,2,眼神透露着绝望的表情,沙湾县公安局四道河子派出所接到辖区外来务工人员许某电话报警称自己快要被妻子打死了,false
163,8,3,眼神透露着绝望的表情,请求派出所民警救救他,false
163,8,4,眼神透露着绝望的表情,值班民警迅速赶许某所述地点,false
163,8,5,眼神透露着绝望的表情,当民警赶到时看到了让人震惊的一幕,false
163,8,6,眼神透露着绝望的表情,一名30多岁的男子蜷缩在角落,false
163,8,7,眼神透露着绝望的表情,上身赤裸并伴随着全身青紫的伤痕,true
163,8,8,眼神透露着绝望的表情,眼神透露着绝望的表情,false
163,8,9,眼神透露着绝望的表情,看到此景,false
163,8,10,眼神透露着绝望的表情,民警立即将该男子送往镇卫生院救治,false
164,5,1,高兴的从老家赶来,就在许某憧憬着美好的未来时,false
164,5,2,高兴的从老家赶来,谁知噩梦也悄悄来临,false
164,5,3,高兴的从老家赶来,第一次遭遇家暴是婚后不久的春节期间,false
164,5,4,高兴的从老家赶来,许某的老母亲听说儿子在新疆结婚了,true
164,5,5,高兴的从老家赶来,高兴的从老家赶来,false
164,5,6,高兴的从老家赶来,想看看已过门的儿媳妇,false
164,5,7,高兴的从老家赶来,谁知一进家门就看到自己的儿子在收拾房子擦地,false
164,5,8,高兴的从老家赶来,儿媳王某去串门打麻将去了,false
164,5,9,高兴的从老家赶来,许某的老母亲即难过又心疼,false
164,5,10,高兴的从老家赶来,就立刻放下行李帮儿子收拾起家务来,false
165,8,1,许某的老母亲即难过又心疼,就在许某憧憬着美好的未来时,false
165,8,2,许某的老母亲即难过又心疼,谁知噩梦也悄悄来临,false
165,8,3,许某的老母亲即难过又心疼,第一次遭遇家暴是婚后不久的春节期间,false
165,8,4,许某的老母亲即难过又心疼,许某的老母亲听说儿子在新疆结婚了,false
165,8,5,许某的老母亲即难过又心疼,高兴的从老家赶来,false
165,8,6,许某的老母亲即难过又心疼,想看看已过门的儿媳妇,false
165,8,7,许某的老母亲即难过又心疼,谁知一进家门就看到自己的儿子在收拾房子擦地儿媳王某去串门打麻将去了,true
165,8,8,许某的老母亲即难过又心疼,许某的老母亲即难过又心疼,false
165,8,9,许某的老母亲即难过又心疼,就立刻放下行李帮儿子收拾起家务来,false
166,7,1,每天哭闹不停,9岁时,false
166,7,2,每天哭闹不停,家贫寄养被拐卖1959年,false
166,7,3,每天哭闹不停,王小梅的父母迫于生活的无奈,false
166,7,4,每天哭闹不停,只能将年仅9岁的三女儿王小梅抱给村里的邻居寄养,false
166,7,5,每天哭闹不停,不料邻居将王小梅拐卖到了陕西省咸阳市一个偏僻的村庄里,false
166,7,6,每天哭闹不停,王小梅知道自己被拐后,true
166,7,7,每天哭闹不停,每天哭闹不停,false
166,7,8,每天哭闹不停,时刻思念着远方的亲人,false
166,7,9,每天哭闹不停,噩梦并未结束,false
166,7,10,每天哭闹不停,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,false
166,7,11,每天哭闹不停,在这个村庄里,false
166,7,12,每天哭闹不停,王小梅受尽了折磨,false
166,7,13,每天哭闹不停,吃尽了苦头,false
167,10,1,王小梅过上了幸福的生活,噩梦并未结束,false
167,10,2,王小梅过上了幸福的生活,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,false
167,10,3,王小梅过上了幸福的生活,在这个村庄里,false
167,10,4,王小梅过上了幸福的生活,王小梅受尽了折磨,false
167,10,5,王小梅过上了幸福的生活,吃尽了苦头,false
167,10,6,王小梅过上了幸福的生活,一次偶然的机会,false
167,10,7,王小梅过上了幸福的生活,王小梅偷偷跑出向当地政府求救,false
167,10,8,王小梅过上了幸福的生活,并被一位好心市民收养,false
167,10,9,王小梅过上了幸福的生活,在养父一家的帮助下,true
167,10,10,王小梅过上了幸福的生活,王小梅过上了幸福的生活,false
167,10,11,王小梅过上了幸福的生活,此后以优异的成绩考入大学,false
167,10,12,王小梅过上了幸福的生活,毕业后进入兰州某医院工作,false
167,10,13,王小梅过上了幸福的生活,王小梅被拐走后,false
167,10,14,王小梅过上了幸福的生活,其母亲袁某珍悔恨不已,false
167,10,15,王小梅过上了幸福的生活,多次到四川成都资阳简阳等地寻找女儿,false
167,10,16,王小梅过上了幸福的生活,但都杳无音讯,false
167,10,17,王小梅过上了幸福的生活,袁某珍从此陷入对女儿的无尽思念之中,false
167,14,1,其母亲袁某珍悔恨不已,噩梦并未结束,false
167,14,2,其母亲袁某珍悔恨不已,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,false
167,14,3,其母亲袁某珍悔恨不已,在这个村庄里,false
167,14,4,其母亲袁某珍悔恨不已,王小梅受尽了折磨,false
167,14,5,其母亲袁某珍悔恨不已,吃尽了苦头,false
167,14,6,其母亲袁某珍悔恨不已,一次偶然的机会,false
167,14,7,其母亲袁某珍悔恨不已,王小梅偷偷跑出向当地政府求救,false
167,14,8,其母亲袁某珍悔恨不已,并被一位好心市民收养,false
167,14,9,其母亲袁某珍悔恨不已,在养父一家的帮助下,false
167,14,10,其母亲袁某珍悔恨不已,王小梅过上了幸福的生活,false
167,14,11,其母亲袁某珍悔恨不已,此后以优异的成绩考入大学,false
167,14,12,其母亲袁某珍悔恨不已,毕业后进入兰州某医院工作,false
167,14,13,其母亲袁某珍悔恨不已,王小梅被拐走后,true
167,14,14,其母亲袁某珍悔恨不已,其母亲袁某珍悔恨不已,false
167,14,15,其母亲袁某珍悔恨不已,多次到四川成都资阳简阳等地寻找女儿,false
167,14,16,其母亲袁某珍悔恨不已,但都杳无音讯,false
167,14,17,其母亲袁某珍悔恨不已,袁某珍从此陷入对女儿的无尽思念之中,false
167,17,1,袁某珍从此陷入对女儿的无尽思念之中,噩梦并未结束,false
167,17,2,袁某珍从此陷入对女儿的无尽思念之中,王小梅又再次被转卖到甘肃省庆阳市宁县一个更加偏远的村庄里,false
167,17,3,袁某珍从此陷入对女儿的无尽思念之中,在这个村庄里,false
167,17,4,袁某珍从此陷入对女儿的无尽思念之中,王小梅受尽了折磨,false
167,17,5,袁某珍从此陷入对女儿的无尽思念之中,吃尽了苦头,false
167,17,6,袁某珍从此陷入对女儿的无尽思念之中,一次偶然的机会,false
167,17,7,袁某珍从此陷入对女儿的无尽思念之中,王小梅偷偷跑出向当地政府求救,false
167,17,8,袁某珍从此陷入对女儿的无尽思念之中,并被一位好心市民收养,false
167,17,9,袁某珍从此陷入对女儿的无尽思念之中,在养父一家的帮助下,false
167,17,10,袁某珍从此陷入对女儿的无尽思念之中,王小梅过上了幸福的生活,false
167,17,11,袁某珍从此陷入对女儿的无尽思念之中,此后以优异的成绩考入大学,false
167,17,12,袁某珍从此陷入对女儿的无尽思念之中,毕业后进入兰州某医院工作,false
167,17,13,袁某珍从此陷入对女儿的无尽思念之中,王小梅被拐走后,false
167,17,14,袁某珍从此陷入对女儿的无尽思念之中,其母亲袁某珍悔恨不已,false
167,17,15,袁某珍从此陷入对女儿的无尽思念之中,多次到四川成都资阳简阳等地寻找女儿,false
167,17,16,袁某珍从此陷入对女儿的无尽思念之中,但都杳无音讯,true
167,17,17,袁某珍从此陷入对女儿的无尽思念之中,袁某珍从此陷入对女儿的无尽思念之中,false
170,13,1,她很害怕,31日凌晨3点,false
170,13,2,她很害怕,周丽娟拿出刀对陈某说如果分手就死给你看,false
170,13,3,她很害怕,我拿着刀挥来挥去,false
170,13,4,她很害怕,他就过来抢刀,false
170,13,5,她很害怕,具体过程我回忆不起来了,false
170,13,6,她很害怕,周丽娟说,false
170,13,7,她很害怕,只记得当时她丧失了理智拿刀自残,false
170,13,8,她很害怕,陈某上来抢她的刀,false
170,13,9,她很害怕,她就往回夺,false
170,13,10,她很害怕,她也不清楚陈某的伤是怎么造成的,false
170,13,11,她很害怕,周丽娟说,false
170,13,12,她很害怕,陈某拿起电话要报警,true
170,13,13,她很害怕,她很害怕,false
170,13,14,她很害怕,就在陈某报警时扎了他脖子一刀,false
171,2,1,他自称做上门女婿的生活很压抑,1990年出生的葛宜峰和妻子结婚两个多月后闹离婚,false
171,2,2,他自称做上门女婿的生活很压抑,他自称做上门女婿的生活很压抑,true
171,2,3,他自称做上门女婿的生活很压抑,烦闷之中在车里将妻子杀死,false
171,2,4,他自称做上门女婿的生活很压抑,昨天上午,false
171,2,5,他自称做上门女婿的生活很压抑,葛宜峰涉嫌意杀人罪在市二中院受审,false
171,2,6,他自称做上门女婿的生活很压抑,其岳父母向其索赔106万余元,false
171,2,7,他自称做上门女婿的生活很压抑,并要求判处极刑,false
172,8,1,婚后的家庭生活让他很压抑,今年2月5日,false
172,8,2,婚后的家庭生活让他很压抑,正月初六,false
172,8,3,婚后的家庭生活让他很压抑,他和同岁的同乡陈某结婚,false
172,8,4,婚后的家庭生活让他很压抑,随后来到北京,false
172,8,5,婚后的家庭生活让他很压抑,住在岳父母位于大兴区黄村镇的出租屋内,false
172,8,6,婚后的家庭生活让他很压抑,做起了上门女婿,false
172,8,7,婚后的家庭生活让他很压抑,葛宜峰说,false
172,8,8,婚后的家庭生活让他很压抑,婚后的家庭生活让他很压抑,false
172,8,9,婚后的家庭生活让他很压抑,他和岳母关系不融洽,true
172,8,10,婚后的家庭生活让他很压抑,结婚当天就琐事被岳母骂了一顿,false
172,8,11,婚后的家庭生活让他很压抑,他为此发过微信朋友圈这婚结的,false
172,8,12,婚后的家庭生活让他很压抑,一点高兴的理都没有,false
173,6,1,这让他很愤怒,4月27日,false
173,6,2,这让他很愤怒,陈某早上出门,false
173,6,3,这让他很愤怒,葛宜峰说,false
173,6,4,这让他很愤怒,他在家还未起床,false
173,6,5,这让他很愤怒,就听到岳母不停地数落他和他的家人称他配不上她的女儿,true
173,6,6,这让他很愤怒,这让他很愤怒,false
173,6,7,这让他很愤怒,他说自己给妻子发短信,false
173,6,8,这让他很愤怒,说被岳母骂,false
173,6,9,这让他很愤怒,妻子回复我妈就那样,false
173,6,10,这让他很愤怒,过了一会儿,false
173,6,11,这让他很愤怒,妻子回家,false
173,6,12,这让他很愤怒,扔他的衣服,false
173,6,13,这让他很愤怒,说离婚了就别住她家里,false
174,2,1,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,49年前,false
174,2,2,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,true
174,2,3,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,可没多久,false
174,2,4,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,两人渐渐发现女儿似乎与其他孩子不同,false
174,2,5,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,一天天长大的她,false
174,2,6,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,不会坐,false
174,2,7,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,不会爬,false
174,2,8,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,甚至不会自己翻身,false
174,2,9,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,奔波了多家医院后,false
174,2,10,女儿的出生为黄魁吾夫妇带来了无与伦比的喜悦,夫妇俩不得不接受女儿患有先天性脑瘫的事实,false
175,4,1,李某觉得十分委屈,2013年12月28日凌晨2时许,false
175,4,2,李某觉得十分委屈,李某和曹某二人发生争执,false
175,4,3,李某觉得十分委屈,曹某对李某进行殴打,true
175,4,4,李某觉得十分委屈,李某觉得十分委屈,false
175,4,5,李某觉得十分委屈,为吓唬男友发泄怨愤,false
175,4,6,李某觉得十分委屈,她用打火机点燃了被子,false
175,4,7,李某觉得十分委屈,一旁的曹某及时制止了李某,false
175,4,8,李某觉得十分委屈,二人继续争吵,false
175,4,9,李某觉得十分委屈,情绪失控的李某再次用打火机点燃了床单一角,false
175,4,10,李某觉得十分委屈,这次曹某没有及时制止,false
175,4,11,李某觉得十分委屈,火势迅速增大,false
175,4,12,李某觉得十分委屈,两人见状赶紧用枕头拍打,false
175,4,13,李某觉得十分委屈,并用房间内的矿泉水扑救,false
175,4,14,李某觉得十分委屈,但未能控制火势,false
176,10,1,惊讶他才获释2天就又有毒品,警方调查,false
176,10,2,惊讶他才获释2天就又有毒品,陈某31岁违反法令,false
176,10,3,惊讶他才获释2天就又有毒品,9日凌晨开着逾期未还的租赁车南下找林姓女友,false
176,10,4,惊讶他才获释2天就又有毒品,租赁公司循GPS追踪到台中太平区,false
176,10,5,惊讶他才获释2天就又有毒品,立刻报警,false
176,10,6,惊讶他才获释2天就又有毒品,当警察到场时,false
176,10,7,惊讶他才获释2天就又有毒品,陈某正好要出门,false
176,10,8,惊讶他才获释2天就又有毒品,一看到警察立刻丢弃身上的随身包,false
176,10,9,惊讶他才获释2天就又有毒品,警察拦人起出111克安非他命22克海洛,false
176,10,10,惊讶他才获释2天就又有毒品,惊讶他才获释2天就又有毒品,true
176,10,11,惊讶他才获释2天就又有毒品,且都已分装好,false
176,10,12,惊讶他才获释2天就又有毒品,有贩卖意图,false
176,10,13,惊讶他才获释2天就又有毒品,昨依法送办,false
177,2,1,留给20岁的小娟无尽的悔恨和伤痛,小雪走了,true
177,2,2,留给20岁的小娟无尽的悔恨和伤痛,留给20岁的小娟无尽的悔恨和伤痛,false
177,2,3,留给20岁的小娟无尽的悔恨和伤痛,小娟是潼南县古溪镇宝山村人,false
177,2,4,留给20岁的小娟无尽的悔恨和伤痛,小雪去世后,false
177,2,5,留给20岁的小娟无尽的悔恨和伤痛,她称愿意在自己的能力范围内就小雪的父母进行补偿,false
177,2,6,留给20岁的小娟无尽的悔恨和伤痛,现在拿不出钱来,false
177,2,7,留给20岁的小娟无尽的悔恨和伤痛,但可以用时间来弥补,false
177,2,8,留给20岁的小娟无尽的悔恨和伤痛,如果她小雪的父母不嫌弃,false
177,2,9,留给20岁的小娟无尽的悔恨和伤痛,我愿意当他们一辈子的女儿,false
177,2,10,留给20岁的小娟无尽的悔恨和伤痛,而作为一个游走在两个女孩之间26岁的阿翔,false
177,2,11,留给20岁的小娟无尽的悔恨和伤痛,事后也感到深深的自责和愧疚,false
178,6,1,在这深山中徒手凿出一条6000级的台阶太让人震撼了,真正的爱情无关年龄差距,false
