section,emo_clause_index,cau_candidate_index,emotion_clause,cause_candidate,correctness
178,6,2,在这深山中徒手凿出一条6000级的台阶太让人震撼了,也无关环境的好坏,false
178,6,3,在这深山中徒手凿出一条6000级的台阶太让人震撼了,来自吉尔吉斯斯坦的大二留学生星星说,false
178,6,4,在这深山中徒手凿出一条6000级的台阶太让人震撼了,这是第一次知道爱情天梯的事,false
178,6,5,在这深山中徒手凿出一条6000级的台阶太让人震撼了,但是刘国江和徐朝清的事值得向全世界分享,false
178,6,6,在这深山中徒手凿出一条6000级的台阶太让人震撼了,在这深山中徒手凿出一条6000级的台阶太让人震撼了,true
178,6,7,在这深山中徒手凿出一条6000级的台阶太让人震撼了,登山过程中一直很兴奋的星星说,false
178,6,8,在这深山中徒手凿出一条6000级的台阶太让人震撼了,将会将这个事告诉给吉尔吉斯斯坦的朋友,false
178,6,9,在这深山中徒手凿出一条6000级的台阶太让人震撼了,让他们知道在中国也有不亚于罗密欧和朱丽叶的经典爱情事,false
179,7,1,怨恨转化成杀意,今年25岁的唐某将曾是自己亲姐夫的张某变成丈夫后,false
179,7,2,怨恨转化成杀意,发现两人并不合适,false
179,7,3,怨恨转化成杀意,为寻找情感慰藉,false
179,7,4,怨恨转化成杀意,唐某在QQ上认识了24岁的谯某,false
179,7,5,怨恨转化成杀意,两人迅速发展成情人,false
179,7,6,怨恨转化成杀意,当唐某向张某提出离婚后被拒,true
179,7,7,怨恨转化成杀意,怨恨转化成杀意,false
179,7,8,怨恨转化成杀意,4月,false
179,7,9,怨恨转化成杀意,唐某和谯某一起捅伤张某并将其活埋,false
180,6,1,她就觉得有些难堪毕竟字如其人,韩小姐说,false
180,6,2,她就觉得有些难堪毕竟字如其人,不怪别人嘲笑她字体,false
180,6,3,她就觉得有些难堪毕竟字如其人,大学之后不管是学习工作大多都是用电脑和手机打字,false
180,6,4,她就觉得有些难堪毕竟字如其人,手写字确实越写越丑,false
180,6,5,她就觉得有些难堪毕竟字如其人,一遇到要手写字的场合,true
180,6,6,她就觉得有些难堪毕竟字如其人,她就觉得有些难堪毕竟字如其人,false
180,6,7,她就觉得有些难堪毕竟字如其人,有时候字体也会成为他人判断自己的标准,false
180,6,8,她就觉得有些难堪毕竟字如其人,看到字写得好的人很羡慕,false
181,5,1,但令人惊讶的是,2日晚上9点30分左右,false
181,5,2,但令人惊讶的是,丽水龙泉市凤起路上演疯狂的一幕一名女子驾车撞向路人,false
181,5,3,但令人惊讶的是,造成6人受伤,false
181,5,4,但令人惊讶的是,多车受损,false
181,5,5,但令人惊讶的是,但令人惊讶的是,false
181,5,6,但令人惊讶的是,这名女子并不是操作不当误将油门当刹车而是有意为之,true
182,20,1,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,据目击者称,false
182,20,2,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,事发当晚,false
182,20,3,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,在一家甜品店附近,false
182,20,4,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,一辆白色的比亚迪轿车突然发出一阵轰鸣声,false
182,20,5,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,随后直接冲向人群,false
182,20,6,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,将1名正在行走的男子撞飞后,false
182,20,7,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,车子并没有停下来,false
182,20,8,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,而是继续加速往前冲,false
182,20,9,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,随后,false
182,20,10,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,在将1名三轮车车夫和一排电动车撞翻后,false
182,20,11,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,车子又撞上了1名年轻男子及他的母亲,false
182,20,12,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,在巨大惯性的作用下,false
182,20,13,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,轿车又将路边两家夜宵摊掀倒后又撞上了2名路人,false
182,20,14,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,之后,false
182,20,15,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,又撞上了一辆黑色的宝马轿车,false
182,20,16,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,最后,false
182,20,17,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,轿车终于停了下来,false
182,20,18,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,此时,false
182,20,19,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,有人发现车底下还压着一名之前撞倒在地的女子,false
182,20,20,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,true
182,20,21,这一连串的疯狂撞击可把周围的路人吓得目瞪口呆,四散逃跑,false
183,5,1,子女心中难免有所怨恨,两个月前,false
183,5,2,子女心中难免有所怨恨,走投无路的贺先生只好回到老家宁波,false
183,5,3,子女心中难免有所怨恨,尝试联系自己的子女,false
183,5,4,子女心中难免有所怨恨,多年未见,true
183,5,5,子女心中难免有所怨恨,子女心中难免有所怨恨,false
183,5,6,子女心中难免有所怨恨,态度极为冷淡,false
183,5,7,子女心中难免有所怨恨,都不愿见面,false
183,5,8,子女心中难免有所怨恨,后来,false
183,5,9,子女心中难免有所怨恨,有朋友把他的近况告诉了张女士,false
183,5,10,子女心中难免有所怨恨,张女士说我原本只是想去看看他现在过得多落魄看看他悔不当初的样子,false
183,5,11,子女心中难免有所怨恨,可没想到,false
183,5,12,子女心中难免有所怨恨,见到他,false
183,5,13,子女心中难免有所怨恨,满面病容老态龙钟,false
183,5,14,子女心中难免有所怨恨,张女士说,false
183,5,15,子女心中难免有所怨恨,她当时心中一阵酸楚,false
183,5,16,子女心中难免有所怨恨,没考虑太多,false
183,5,17,子女心中难免有所怨恨,就把贺先生接回家中,false
183,5,18,子女心中难免有所怨恨,昨天才跟两个孩子商量好,false
183,5,19,子女心中难免有所怨恨,同意他们爸爸搬回来,false
183,5,20,子女心中难免有所怨恨,不管以后怎样,false
183,5,21,子女心中难免有所怨恨,夫妻一场,false
183,5,22,子女心中难免有所怨恨,我还是决定陪着他走下去照顾他,false
184,14,1,她当时心中一阵酸楚,两个月前,false
184,14,2,她当时心中一阵酸楚,走投无路的贺先生只好回到老家宁波,false
184,14,3,她当时心中一阵酸楚,尝试联系自己的子女,false
184,14,4,她当时心中一阵酸楚,多年未见,false
184,14,5,她当时心中一阵酸楚,子女心中难免有所怨恨,false
184,14,6,她当时心中一阵酸楚,态度极为冷淡,false
184,14,7,她当时心中一阵酸楚,都不愿见面,false
184,14,8,她当时心中一阵酸楚,后来,false
184,14,9,她当时心中一阵酸楚,有朋友把他的近况告诉了张女士,false
184,14,10,她当时心中一阵酸楚,张女士说我原本只是想去看看他现在过得多落魄看看他悔不当初的样子,false
184,14,11,她当时心中一阵酸楚,可没想到,false
184,14,12,她当时心中一阵酸楚,见到他满面病容老态龙钟,true
184,14,13,她当时心中一阵酸楚,张女士说,false
184,14,14,她当时心中一阵酸楚,她当时心中一阵酸楚,false
184,14,15,她当时心中一阵酸楚,没考虑太多,false
184,14,16,她当时心中一阵酸楚,就把贺先生接回家中,false
184,14,17,她当时心中一阵酸楚,昨天才跟两个孩子商量好,false
184,14,18,她当时心中一阵酸楚,同意他们爸爸搬回来,false
184,14,19,她当时心中一阵酸楚,不管以后怎样,false
184,14,20,她当时心中一阵酸楚,夫妻一场,false
184,14,21,她当时心中一阵酸楚,我还是决定陪着他走下去照顾他,false
185,18,1,旧怨新恨让李某萌生了报复胡某的想法,李某向警方供述说,false
185,18,2,旧怨新恨让李某萌生了报复胡某的想法,他曾与胡某订婚,false
185,18,3,旧怨新恨让李某萌生了报复胡某的想法,后性格原两人和平分手,false
185,18,4,旧怨新恨让李某萌生了报复胡某的想法,分手后他与胡某还以普通朋友的身份常联系,false
185,18,5,旧怨新恨让李某萌生了报复胡某的想法,在分手后,false
185,18,6,旧怨新恨让李某萌生了报复胡某的想法,胡某以做生意为,false
185,18,7,旧怨新恨让李某萌生了报复胡某的想法,向李某先后借钱10余万元,false
185,18,8,旧怨新恨让李某萌生了报复胡某的想法,没借钱时,false
185,18,9,旧怨新恨让李某萌生了报复胡某的想法,我们还经常联系,false
185,18,10,旧怨新恨让李某萌生了报复胡某的想法,等我把钱借给她胡某后,false
185,18,11,旧怨新恨让李某萌生了报复胡某的想法,胡某就意躲着我,false
185,18,12,旧怨新恨让李某萌生了报复胡某的想法,打电话也不接,false
185,18,13,旧怨新恨让李某萌生了报复胡某的想法,李某供述,false
185,18,14,旧怨新恨让李某萌生了报复胡某的想法,借钱一事后经双方家长协商,false
185,18,15,旧怨新恨让李某萌生了报复胡某的想法,胡某归还了一部分,false
185,18,16,旧怨新恨让李某萌生了报复胡某的想法,但剩下的钱却始终不肯还,false
185,18,17,旧怨新恨让李某萌生了报复胡某的想法,想到胡某与自己订婚后分手现在又借钱不还,true
185,18,18,旧怨新恨让李某萌生了报复胡某的想法,旧怨新恨让李某萌生了报复胡某的想法,false
186,3,1,躺在医院烧伤科的三女儿非常难受,昨日,false
186,3,2,躺在医院烧伤科的三女儿非常难受,提起这事,true
186,3,3,躺在医院烧伤科的三女儿非常难受,躺在医院烧伤科的三女儿非常难受,false
186,3,4,躺在医院烧伤科的三女儿非常难受,我在卧室照看我爸呢,false
186,3,5,躺在医院烧伤科的三女儿非常难受,听见了姐姐的尖叫,false
186,3,6,躺在医院烧伤科的三女儿非常难受,她赶紧出来看个究竟,false
186,3,7,躺在医院烧伤科的三女儿非常难受,在厨房里,false
186,3,8,躺在医院烧伤科的三女儿非常难受,她看见李某拿着装满塑料壶的硫酸向姐姐头上浇,false
186,3,9,躺在医院烧伤科的三女儿非常难受,姐姐的头部和身上都是硫酸,false
186,3,10,躺在医院烧伤科的三女儿非常难受,她和闻讯赶来的母亲,false
186,3,11,躺在医院烧伤科的三女儿非常难受,扑上去阻拦,false
186,3,12,躺在医院烧伤科的三女儿非常难受,李某不但没有停下来,false
186,3,13,躺在医院烧伤科的三女儿非常难受,反而将我们当做了目标,false
186,3,14,躺在医院烧伤科的三女儿非常难受,给我们身上泼起了硫酸,false
186,3,15,躺在医院烧伤科的三女儿非常难受,胡某腰病在床上躺着,false
186,3,16,躺在医院烧伤科的三女儿非常难受,看到家人遭受伤害,false
186,3,17,躺在医院烧伤科的三女儿非常难受,挣扎着下床跑过来,false
186,3,18,躺在医院烧伤科的三女儿非常难受,紧紧抱住李某,false
186,3,19,躺在医院烧伤科的三女儿非常难受,他也遭到硫酸的伤害,false
187,4,1,一时冲动跑到街上买了一袋老鼠药服下,据李某家人告知,false
187,4,2,一时冲动跑到街上买了一袋老鼠药服下,李某服老鼠药轻生的主要原,false
187,4,3,一时冲动跑到街上买了一袋老鼠药服下,是与男友感情纠葛想不开,true
187,4,4,一时冲动跑到街上买了一袋老鼠药服下,一时冲动跑到街上买了一袋老鼠药服下,false
187,4,5,一时冲动跑到街上买了一袋老鼠药服下,想以此了结情感上的烦恼,false
187,4,6,一时冲动跑到街上买了一袋老鼠药服下,在民警及其家人的劝导下,false
187,4,7,一时冲动跑到街上买了一袋老鼠药服下,经历过一回生死的李某表示再也不会感情冲动,false
187,4,8,一时冲动跑到街上买了一袋老鼠药服下,干出傻事来,false
188,9,1,受到惊吓的女生喊救命,警方表示,false
188,9,2,受到惊吓的女生喊救命,一名陈姓女高中生10月31日晚上近7时在嘉义市文化公园等待家人接送,false
188,9,3,受到惊吓的女生喊救命,江姓男子突然跑过去搭讪,false
188,9,4,受到惊吓的女生喊救命,自称我有钱,false
188,9,5,受到惊吓的女生喊救命,做我女朋友,false
188,9,6,受到惊吓的女生喊救命,女高中生当场拒绝,false
188,9,7,受到惊吓的女生喊救命,陈姓女学生欲转身离开,false
188,9,8,受到惊吓的女生喊救命,却遭江姓男子一把强拉其左手阻止,true
188,9,9,受到惊吓的女生喊救命,受到惊吓的女生喊救命,false
188,9,10,受到惊吓的女生喊救命,随即被江姓男子捂住嘴巴压倒在地,false
188,9,11,受到惊吓的女生喊救命,路人见状,false
188,9,12,受到惊吓的女生喊救命,大声斥喝,false
188,9,13,受到惊吓的女生喊救命,江姓男子松手起身,false
188,9,14,受到惊吓的女生喊救命,慌张地骑机车逃逸,false
189,15,1,感动得差点儿落泪,昨日7时许,false
189,15,2,感动得差点儿落泪,长春又是个雾霾天,false
189,15,3,感动得差点儿落泪,PM2.5数值是370,false
189,15,4,感动得差点儿落泪,严重污染,false
189,15,5,感动得差点儿落泪,解放大路与树勋街交会的绿化隔离带旁,false
189,15,6,感动得差点儿落泪,同时出现了一大一小两个身影,false
189,15,7,感动得差点儿落泪,一个是穿着橘色工作服的环卫女工,false
189,15,8,感动得差点儿落泪,另外一个是站在一旁,false
189,15,9,感动得差点儿落泪,看上去只有三四岁大的小女孩,false
189,15,10,感动得差点儿落泪,女孩很听话,false
189,15,11,感动得差点儿落泪,乖乖地站在矮树丛里,false
189,15,12,感动得差点儿落泪,环卫女工在工作,false
189,15,13,感动得差点儿落泪,时不时会伸出左臂拉住女孩的胳膊,false
189,15,14,感动得差点儿落泪,的哥孙桂发目睹到了这个画面,true
189,15,15,感动得差点儿落泪,感动得差点儿落泪,false
189,15,16,感动得差点儿落泪,孙桂发说看见孩子的小身影,false
189,15,17,感动得差点儿落泪,心里酸酸的,false
189,15,18,感动得差点儿落泪,环卫工生活真是不易,false
189,15,19,感动得差点儿落泪,孩子太懂事了,false
190,18,1,可这也太让人心酸了,31岁的孙桂发是一名白班的哥,false
190,18,2,可这也太让人心酸了,昨天7点半,false
190,18,3,可这也太让人心酸了,他刚好驾车途经树勋街向解放大路右转弯,false
190,18,4,可这也太让人心酸了,车刚开到路口,false
190,18,5,可这也太让人心酸了,他就看见马路中间的绿化隔离带旁有两个身影,false
190,18,6,可这也太让人心酸了,一大一小,false
190,18,7,可这也太让人心酸了,当时,false
190,18,8,可这也太让人心酸了,环卫女工正在干活,false
190,18,9,可这也太让人心酸了,包着头巾,false
190,18,10,可这也太让人心酸了,看不出年纪,false
190,18,11,可这也太让人心酸了,她一旁站着个小女孩,false
190,18,12,可这也太让人心酸了,三四岁的样子,false
190,18,13,可这也太让人心酸了,就站在矮树丛里一动不动,false
190,18,14,可这也太让人心酸了,孙桂发说,false
190,18,15,可这也太让人心酸了,当他看到这一幕时,false
190,18,16,可这也太让人心酸了,眼泪差点没掉下来,false
190,18,17,可这也太让人心酸了,都知道环卫工辛苦,false
190,18,18,可这也太让人心酸了,可这也太让人心酸了,false
190,18,19,可这也太让人心酸了,那么小的孩子就得跟大人出来扫马路,true
190,18,20,可这也太让人心酸了,看了让人心里难受,false
191,3,1,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,几天前,false
191,3,2,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,江苏扬州75岁的患癌老人夏居茂留下手表钱包及一封遗书后出走,true
191,3,3,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,false
191,3,4,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,前天,false
191,3,5,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,距老人出走不远的河边,false
191,3,6,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,有居民发现遗体,false
191,3,7,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,昨天,false
191,3,8,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,经养女辨认,false
191,3,9,还在信中嘱咐养女水电费已交了…相依为命20多年的女儿焦急寻找,确认是老人,false
192,5,1,令人感动的是,南夏邑一个24岁的农村女孩尹宾怡,false
192,5,2,令人感动的是,身高1.7米,false
192,5,3,令人感动的是,亭亭玉立,false
192,5,4,令人感动的是,就是这样一位容貌俊美的姑娘却不幸患上了白血病,false
192,5,5,令人感动的是,令人感动的是,false
192,5,6,令人感动的是,和她年令相差不多的哥哥尹永涛为了挽救妹妹的生命为她做了5次骨髓移植,true
192,5,7,令人感动的是,诠释了兄妹之间割舍不断的人间真情,false
193,8,1,感激的泪水就会夺眶而出,只要有一丝希望,false
193,8,2,感激的泪水就会夺眶而出,我们都不会放弃,false
193,8,3,感激的泪水就会夺眶而出,尹永涛哀求着说,false
193,8,4,感激的泪水就会夺眶而出,只要能救妹妹的命,false
193,8,5,感激的泪水就会夺眶而出,他愿意再去尝试,false
193,8,6,感激的泪水就会夺眶而出,但是院方的建议是采用非血缘关系相匹配的骨髓或许成功率更高,false
193,8,7,感激的泪水就会夺眶而出,如今已康复出院的尹宾怡提起哥哥为了救她做5次骨髓移植的事,true
193,8,8,感激的泪水就会夺眶而出,感激的泪水就会夺眶而出,false
194,20,1,这让陈晓毅很是气愤,陈晓毅说,false
194,20,2,这让陈晓毅很是气愤,父亲今年61岁了,false
194,20,3,这让陈晓毅很是气愤,只有他这么一个儿子,false
194,20,4,这让陈晓毅很是气愤,而母亲已于10年前去世,false
194,20,5,这让陈晓毅很是气愤,一边是需要照顾的父亲,false
194,20,6,这让陈晓毅很是气愤,一边是不能少了顶梁柱的小家庭,false
194,20,7,这让陈晓毅很是气愤,陈晓毅面对如此两难的选择时,false
194,20,8,这让陈晓毅很是气愤,在没有和妻子小谭商量的前提下,false
194,20,9,这让陈晓毅很是气愤,他擅自决定选择辞职回家照顾父亲,false
194,20,10,这让陈晓毅很是气愤,我一直觉得没有尽到孝心,false
194,20,11,这让陈晓毅很是气愤,陈晓毅称,false
194,20,12,这让陈晓毅很是气愤,得知丈夫辞职要回家照顾父亲的消息后,false
194,20,13,这让陈晓毅很是气愤,小谭认为丈夫缺少家庭责任感,false
194,20,14,这让陈晓毅很是气愤,而且不尊重自己,false
194,20,15,这让陈晓毅很是气愤,没有和自己商量就辞职,false
194,20,16,这让陈晓毅很是气愤,让家庭生活陷入困境,false
194,20,17,这让陈晓毅很是气愤,为此,false
194,20,18,这让陈晓毅很是气愤,两人不断争吵,true
194,20,19,这让陈晓毅很是气愤,而作为长辈的汤某也经常完全站在女儿一边数落女婿,true
194,20,20,这让陈晓毅很是气愤,这让陈晓毅很是气愤,false
195,12,1,刘海笛觉得还是有一些后悔,晨报曾于本月18日以女总监的两难选择为题,false
195,12,2,刘海笛觉得还是有一些后悔,报道了曾经月薪过3万的女总监刘海笛,false
195,12,3,刘海笛觉得还是有一些后悔,放弃高薪回到重庆照顾母亲一事,false
195,12,4,刘海笛觉得还是有一些后悔,十多天过去了,false
195,12,5,刘海笛觉得还是有一些后悔,刘海笛现在的状况如何,false
195,12,6,刘海笛觉得还是有一些后悔,她对自己当初的选择是否后悔呢,false
195,12,7,刘海笛觉得还是有一些后悔,昨天,false
195,12,8,刘海笛觉得还是有一些后悔,见到刘海笛时,false
195,12,9,刘海笛觉得还是有一些后悔,她精神好了很多,false
195,12,10,刘海笛觉得还是有一些后悔,脸上也有了血色,false
195,12,11,刘海笛觉得还是有一些后悔,谈到当初放弃高薪回重庆照顾母亲的决定,true
195,12,12,刘海笛觉得还是有一些后悔,刘海笛觉得还是有一些后悔,false
195,12,13,刘海笛觉得还是有一些后悔,这个决定多少有些冲动,false
195,12,14,刘海笛觉得还是有一些后悔,她说,false
195,12,15,刘海笛觉得还是有一些后悔,现在静下心来细想,false
195,12,16,刘海笛觉得还是有一些后悔,这个冲动的决定让她陷入窘境,false
195,12,17,刘海笛觉得还是有一些后悔,不但治疗费用没保障,false
195,12,18,刘海笛觉得还是有一些后悔,也没将母亲照顾好,false
195,12,19,刘海笛觉得还是有一些后悔,这与她最初的想法是背道而驰的,false
196,11,1,她有点后悔当初的冲动决定,她刘海迪,false
196,11,2,她有点后悔当初的冲动决定,通过自力更生,false
196,11,3,她有点后悔当初的冲动决定,成为小有名气的服装设计师,false
196,11,4,她有点后悔当初的冲动决定,在香港奥拉摩达服装有限公司担任服装设计总监,false
196,11,5,她有点后悔当初的冲动决定,月薪3万,false
196,11,6,她有点后悔当初的冲动决定,母亲病重,false
196,11,7,她有点后悔当初的冲动决定,毅然放弃工作,false
196,11,8,她有点后悔当初的冲动决定,回到重庆照顾母亲,false
196,11,9,她有点后悔当初的冲动决定,如今,false
196,11,10,她有点后悔当初的冲动决定,没有了经济来源,false
196,11,11,她有点后悔当初的冲动决定,她有点后悔当初的冲动决定,true
196,11,12,她有点后悔当初的冲动决定,但她也在努力寻找工作,false
196,11,13,她有点后悔当初的冲动决定,他陈晓毅,false
196,11,14,她有点后悔当初的冲动决定,在一建材公司工作,false
196,11,15,她有点后悔当初的冲动决定,在老家的父亲中风瘫痪在床,false
196,11,16,她有点后悔当初的冲动决定,他在没有和妻子商量的情况下,false
196,11,17,她有点后悔当初的冲动决定,毅然辞职回家照顾父亲,false
196,11,18,她有点后悔当初的冲动决定,如今,false
196,11,19,她有点后悔当初的冲动决定,妻子为此起诉要求和他离婚,false
197,15,1,父母伤心至极,10月22日晚,false
197,15,2,父母伤心至极,黎明驾驶摩托车行至周市镇迎宾路时遭遇车祸,false
197,15,3,父母伤心至极,当即昏迷,false
197,15,4,父母伤心至极,被送往昆山市第一人民医院抢救,false
197,15,5,父母伤心至极,医院虽全力抢救,false
197,15,6,父母伤心至极,遗憾的是,false
197,15,7,父母伤心至极,黎明还是出现了昏迷自主呼吸消失等症状,false
197,15,8,父母伤心至极,医生初步诊断为脑死亡,false
197,15,9,父母伤心至极,这意味着,false
197,15,10,父母伤心至极,一旦撤下呼吸机,false
197,15,11,父母伤心至极,小伙的心跳就会停止,false
197,15,12,父母伤心至极,得知情况后,false
197,15,13,父母伤心至极,远在老家的父母第一时间赶到昆山,false
197,15,14,父母伤心至极,望着躺在病床上的儿子,true
197,15,15,父母伤心至极,父母伤心至极,false
197,15,16,父母伤心至极,每天以泪洗面,false
198,15,1,在场的所有人都被两位老人的深明大义所感动,家人含泪决定捐献器官儿子已醒来无望,false
198,15,2,在场的所有人都被两位老人的深明大义所感动,父母听说,false
198,15,3,在场的所有人都被两位老人的深明大义所感动,可以将黎明的器官捐献出来,false
198,15,4,在场的所有人都被两位老人的深明大义所感动,挽救别人的生命,false
198,15,5,在场的所有人都被两位老人的深明大义所感动,朴实的父母亲虽万般不舍,false
198,15,6,在场的所有人都被两位老人的深明大义所感动,但想到儿子的奉献能帮助别人,false
198,15,7,在场的所有人都被两位老人的深明大义所感动,且以另一种方式延续生命,false
198,15,8,在场的所有人都被两位老人的深明大义所感动,不禁动了心,false
198,15,9,在场的所有人都被两位老人的深明大义所感动,昆山红十字会得知黎明父母的想法后,false
198,15,10,在场的所有人都被两位老人的深明大义所感动,立即派人赶到医院,false
198,15,11,在场的所有人都被两位老人的深明大义所感动,与他们沟通,false
198,15,12,在场的所有人都被两位老人的深明大义所感动,黎明的父母很坚定,false
198,15,13,在场的所有人都被两位老人的深明大义所感动,并郑重决定捐献孩子身上有用的器官,false
198,15,14,在场的所有人都被两位老人的深明大义所感动,挽救别人的生命,false
198,15,15,在场的所有人都被两位老人的深明大义所感动,在场的所有人都被两位老人的深明大义所感动,true
199,8,1,但让居民们愤怒的是,火灾发生于昨日凌晨2点左右,false
199,8,2,但让居民们愤怒的是,火势很大,false
199,8,3,但让居民们愤怒的是,起火后,false
199,8,4,但让居民们愤怒的是,浓烟迅速笼罩整栋居民楼,false
199,8,5,但让居民们愤怒的是,很多居民被呛醒,false
199,8,6,但让居民们愤怒的是,在物业和消防队员的疏散下,false
199,8,7,但让居民们愤怒的是,居民们通过安全通道聚集到楼下空旷地带,false
199,8,8,但让居民们愤怒的是,但让居民们愤怒的是,false
199,8,9,但让居民们愤怒的是,起火房屋的主人曾阻止邻居报警,true
199,8,10,但让居民们愤怒的是,我被呛醒了,false
199,8,11,但让居民们愤怒的是,一看,false
199,8,12,但让居民们愤怒的是,恁大的烟,false
199,8,13,但让居民们愤怒的是,我赶紧打开后窗户,false
199,8,14,但让居民们愤怒的是,并报警,false
199,8,15,但让居民们愤怒的是,但是他们居然说谁报警弄死谁,false
200,15,1,案件是令人伤感的悲剧,据香港电台消息,false
200,15,2,案件是令人伤感的悲剧,香港一名59岁有家暴前科的男子,false
200,15,3,案件是令人伤感的悲剧,怀疑年轻10年的妻子不忠,false
200,15,4,案件是令人伤感的悲剧,到妻子工作的酒楼,false
200,15,5,案件是令人伤感的悲剧,狂斩她10刀,false
200,15,6,案件是令人伤感的悲剧,妻子最终不治,false
200,15,7,案件是令人伤感的悲剧,被告谋杀罪成,false
200,15,8,案件是令人伤感的悲剧,判处终身监禁,false
200,15,9,案件是令人伤感的悲剧,被告早前在香港高等法院否认谋杀罪名,false
200,15,10,案件是令人伤感的悲剧,4男3女陪审团早上退庭商讨约两个多小时后,false
200,15,11,案件是令人伤感的悲剧,以大比数6比1裁定被告谋杀罪成,false
200,15,12,案件是令人伤感的悲剧,被告听取裁决及判刑时,false
200,15,13,案件是令人伤感的悲剧,一直低头,false
200,15,14,案件是令人伤感的悲剧,法官形容,false
200,15,15,案件是令人伤感的悲剧,案件是令人伤感的悲剧,false
200,15,16,案件是令人伤感的悲剧,被告以尖刀狂刺妻子力度大得令妻子的胸骨折断主要器官严重受损,true
200,15,17,案件是令人伤感的悲剧,法官指,false
200,15,18,案件是令人伤感的悲剧,被告不但夺去妻子宝贵性命,false
200,15,19,案件是令人伤感的悲剧,更令儿子失去母亲,false
200,15,20,案件是令人伤感的悲剧,一手导致家散人亡,false
